상품명,별점,리뷰 제목,리뷰 내용,카테고리1,카테고리2,userid
"곰곰 소중한 우리쌀 2023년(햅쌀), 20kg(상등급), 1개",5,,"혼자계신 아버지께 보내드렸어요

마트가서 힘들게 사오지않아도 집에 배달을 해준다고

좋은세상이라고 굉장히 좋아하세요

맛있게드시고 건강하셨으면^^",식품,쌀/잡곡,cust3
"홈키파 수성 에어졸 무향, 500ml, 4개",5,,"무향이라 좋구요 모기도 잘죽어요
효과 좋습니다 !",생활용품,탈취/방향/살충,cust3
"올리오 데체코 엑스트라 버진 올리브유, 1L, 1개",5,,"뽁뽁이감아서 안전하게 도착했어요

맛좋아서 미리 두병더 주문했어요",식품,곤약/방탄커피 외,cust3
"크리오 더스타일 초극세모 칫솔, 2개, 4개입",5,,"솔 크기가 치아닦기 딱맞네요

구석구석 어금니 까지 잘 닦여요

칫솔모도 너무 뻣뻣하거나 힘없지않은 중간정도 정말 잘 닦입니다

그립감도 최고 양치후 오랫만에 개운하네요

이것저것 써본 칫솔증에 가장 잘닦이고 맘에 쏙드네요

이제품 정착하렵니다 ^^ 만족 100%",생활용품,구강/면도,cust3
"오뚜기 옛날 참기름, 500ml, 1개",5,,"다른 브렌드보다 요제품이 참기름향도 진하고 맛있어요

뚜껑만 열어도 향이 너무 좋네요

요것만 먹고있어요",헬스/건강식품,곤약/방탄커피 외,cust3
"국내산 무농약 느타리버섯, 500g, 1개",5,,"엄청 신선해요 양도많고 좋네요

포장도 깔끔하고 최고에요",헬스/건강식품,곤약/방탄커피 외,cust3
"목우촌 주부9단 김밥햄, 510g, 1개",5,,"주문날짜 22년 9월7일

유통기한 22년10월9일까지

목우촌햄은 다른햄보다 돼지고기함량이 가장많아요

짜지않고 부드럽고 자주먹게되네요

햄하면 역시 목우촌입니다",헬스/건강식품,곤약/방탄커피 외,cust3
"르샤트라 건조기용 드라이시트 피오니부케 본품, 2개, 40매",5,,"향기가 너무좋아서 계속 쓰고있어요

1장만 넣어도 향이 너무좋아요

앞으로도 계속 요것만 쓸려구요",생활용품,세탁세제,cust3
"달팽이리빙 푸벨드마망 원터치 휴지통 8L, 화이트, 1개",5,,"10리터 봉투 들어가긴하는데

봉투에비해 통이 너무작네요

더큰걸로 다시 주문해야겠어요

깔끔하고 이쁘긴해요",생활용품,세탁/청소용품,cust3
"온나뷰 물빠짐 미끄럼 방지 화장실 욕실 슬리퍼, 아이보리, 255, 1개",4,,"사이즈 작아요!

발사이즈 245사이즈에 아주 딱맞아요

작게나온것같아요 더큰걸로 다시 주문해야겠어요

부드럽고 쿠션은 좋아요",홈인테리어,욕실용품,cust3
"일리윤 울트라 리페어 로션, 528ml, 1개",5,,"동생꺼 써보고 너무 좋아서 구매했어요

악건성인 피부에 이보다 더 좋은제품은 없을것같아요",뷰티,바디,cust3
"코멧 순백 3겹 라벤더 바닐라 롤화장지 30m, 30롤, 2팩",5,,"물가상승 으로 쓰던제품들 재주문하려보면 가격들이 안오른게 없네요

그저 한숨만...ㅠㅠ

이제품 상중하 로 치자면 중입니다

너무 좋지도 나쁘지도 않은 적당히 쓰기 좋습니다

화장지 다썼다고 하셔서 엄마집에 보내드렸어요",싱글라이프,세제/화장지,cust3
"백설 프락토 올리고당, 1.2kg, 1개",5,,"프락토라 골랐어요 일반올리고당은 이제 빠이

왜 프락토인지는 다른분들 리뷰에 설명이많이보여서 생략^^

조금이라도 건강한 식재료를위해 찿게되고 그러네요",식품,장/소스/드레싱/식초,cust3
"곰곰 염장 미역줄기 (냉동), 200g, 5개",5,,"미역줄기볶음 해먹으려고 샀어요

냉동은 처음사봤네요

마트에서 파는것보다 두께가 엄청얇아서 식감도 더좋고 부드럽고 맛있어요",헬스/건강식품,곤약/방탄커피 외,cust3
"백년미소 국내산 소고기 정육 2등급 국거리용 (냉장), 300g, 1개",5,,"수입소고기는 아무리 최상급이라해도 누린내나서 저는 못먹어요

요거는 국내산이라그런지 누린내안나고 미역국끓이면

국물도 잘우러나고 맛있어서 자주 구매합니다",식품,곤약/방탄커피 외,cust3
"국내산 무, 1개입, 1개",5,,"팔뚝만한 무가 왔어요

아직 안먹었지만 맛있어보이네요",헬스/건강식품,곤약/방탄커피 외,cust3
"스프라이트 제로 캔, 355ml, 24개",4,,"매일 스프라이트 1캔씩은 꼭 먹는남편 때문에

당분 걱정되서 주문해봤어요

먹지도 않았으면서 달지않은거 시켰다고 어찌나 짜증을 부리는지...

제가한번 먹어보겠습니다

아... 기존 스프라이트 맛에 비교하자면

먹자마자 레몬맛이 더 많이나네요

단맛이 없지않아요 마시면 달긴하네? 이정도 약간의 단맛

청량감은 덜한것같아요

뭐 언제부터 칼로리 따지고 먹었나... 그냥 입에 맛는 맛나는거 먹으렵니다

그냥 기존 스프라이트 먹던걸로 돌아가야겠어요",헬스/건강식품,곤약/방탄커피 외,cust3
"백년미소 국내산 소고기 정육 2등급 국거리용 (냉장), 300g, 1개",5,,"세일가격으로 저렴하게 구매했습니다


8월14일도착 유통기한 18일까지



국내산 육우 2등급 300g

부위:목심,앞다리,설도,우둔혼합


haccp해썹인증! 믿고 먹을수 있어요

고기상태는 이전 주문과 같은상태로 왔네요

미역국끓이면 누린내없고 부드러워서 맛있어요


계속 주문할 생각입니다",식품,축산/계란,cust3
"미트포유 스페인산 무연골 대패 삼겹살 (냉동), 1kg, 1개",5,,"얇은고기좋아해서 주문합니다

노릇노릇 구워서 쌈싸먹었어요 ~

부드럽고 어떤거는 살짝 잡내나기도해요

예민하지않아서 그냥 맛나게 먹습니다

가격대비 만족합니다",식품,축산/계란,cust3
"고메 함박 스테이크, 152g, 8개",5,,"더워서 반찬하기도 지칠때

전자렌지에 데우기만하면 한끼반찬으로

너무 간편하고 밋도 식당보다 좋아서 자주 구매하게되네요

치즈,계란올리고 양파 슬라이스로 올려먹으면 최고입니다!",식품,냉장/냉동/간편요리,cust3
"맑은물에 참좋은 순두부, 400g, 1개",5,,"부드럽고 목넘김좋은 순두부가왔어요~~

아이스팩에 잘담겨와서 시원하게옵니다

순두부찌게 보글보글 끓여야겠어용",헬스/건강식품,곤약/방탄커피 외,cust3
"치킨수프 클래식 인도어 캣 닭고기와 현미 건식사료, 닭, 2.04kg, 1개",5,집사의 솔직후기,"인도어 캣 닭고기와현미 2,04kg 건식사료

칼로리 3,436kcal/kg (358kcal/cup)


주원료:닭고기,칠면조,오리,연어

조단백질25%조지방13%조섬유8%조회분8.7%칼슘2%인1.5%수분10%


AAFCO(미국사료협회)에서 제시하는 기본4대영양소(조단백질,조지방,칼슘,인)

적절하게 섭취가능하니 복합단백질 사료로 안성맞춤 이네요


인공재료가 없는 헬시제품이라 믿음도가네요


포장도 지퍼백이 붙어있어서 닫을때 꾹꾹 눌러만주면 밀봉이 잘되서 편리하네요

일반 지퍼팩이아닌 ,지퍼백붙은 사료는 처음봤어요 신기하네요



알갱이 크기도 적당해서 꼭꼭씹어서 잘먹네요 너무작아도 문제거든요 안씹고 삼켜요

기존사료랑 섞어서 주려고 포장뜯었는데 얼굴박고 마구먹어버리네요 ㅋ


앗,그리고 사료에 가루가 많이 있어요 ,사료에 마치 일부러 가루를 버무려논것같은

제가 보기엔 영양제가루?를 같이 섞어논것처럼 보여요


제 글을 보시고 조금이나마 구매에 도움이 되셨으면합니다

도움이 되셨다면 ""도움이돼요""꾹 한번 눌러주세요(-.-)(_._)


울냥이..하루 먹는척하더니 안먹어요 길냥이밥으로 ..

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.",반려동물용품,고양이 사료,cust3
"국내산 부추, 300g, 1개",5,,"부추는 주문할때마다 항상 싱싱하게 상태 정말좋아요

뻣뻣하지않고 맛도좋습니다",헬스/건강식품,곤약/방탄커피 외,cust3
"동원에프앤비 추억의 부산어묵 쫄깃사각 15장, 495g, 1개",5,,"15장들어있어요

볶음,떡볶이,탕 등등 여러가지 요리에 쓰이는 어묵

누구나 좋아하는 어묵이죠 ^^

맛있습니다",식품,반찬/간편식/대용식,cust3
"삼립 토종효모로 만든 통밀식빵, 755g, 1개",5,,"몇번째 재구매 중인데요

유통기한이 5일남았네요

그전에 다못먹으면 냉동실에 얼렸다가 해동해서 구우면

처음처럼 맛좋아요

부드러워서 맘에들고 살짝구우면 겉은 바삭 겉바속촉입니당",식품,반찬/간편식/대용식,cust3
"국내산 취나물, 200g, 1개",5,,"동생이 나물반찬 먹고싶어해서 주문해줬어요

아침에 눈뜨자마자 나물종류대로 반찬했더라구요


비빔밥 해서 꿀맛으로 먹었다고 좋아하네요

더운여름에 장보러안가도 이렇게 싱싱하게 배달해주냐며


마트,시장보다 더 싱싱하게 온다고 두식구먹기에 양도딱좋다고

너무 좋아하네요



뿌듯합니다 ^^",식품,채소,cust3
"곰곰 콩두부, 550g, 1개",5,,"동생이 나물반찬 먹고싶어해서 주문하면서 두부도 같이먹으라고 추가했어요

아침에 눈뜨자마자 나물종류대로 반찬했더라구요


비빔밥,두부된장국해서 꿀맛으로 먹었다고 좋아하네요

더운여름에 장보러안가도 이렇게 싱싱하게 배달해주냐며


마트,시장보다 더 싱싱하게 온다고 엄청 좋아하네요",헬스/건강식품,곤약/방탄커피 외,cust3
"뉴트리나 프라임캣 에코20kg 1개 고양이사료 길고양이 대용량, 단품, 20kg, 20kg",5,,"고양이한마리 키우는 집사입니다

남편 회사근처에 냥이 3마리가 자주 보인다더라구요


길냥이가 굶고있다고

자기만 기다린다며 밥줄생각만 하더라구요


2주정도 울집냥이 밥을 저몰래 퍼가서 주문하게됬어요

울고양이밥은 가격이 쌀값보다 비싼지라...집사 주머니사정도 모르고 ㅎㅎ


길냥이한테 조금 미안하지만 저렴하고 양많은 사료로 고르게됬네요

그래도 인지도있는 뉴트리나 나름 선택했어요


이렇게된이상 길냥이 끝까지 챙겨줘야할것같네요^^;",반려동물용품,고양이 사료,cust3
"국내산 양배추, 1개입, 1개",5,,"몇번째 주문인지 ...계속 구매하게되네요


가격도싸고 엄청신선하고 속까지 꽉찬 양배추


채썰어서 계란에부치고 토스트 자주해먹고있어요


아삭한식감 위에좋은 양배추 !",식품,채소,cust3
"삼립 토종효모로 만든 통밀식빵, 755g, 1개",5,,"재주문입니다


토종효모로 만들어서그런지 통밀빵인데도 엄청부드럽고


살짝구우면 식감도좋네요


가격싸고 양 엄청많고 좋습니다",식품,반찬/간편식/대용식,cust3
"청정원 멸치액젓, 1kg, 1개",5,,"국물요리도 멸치액젓 ok 김치도 ~

깔끔한맛! 요것만 먹게되네요

양도많고 오래먹을듯요

얇은비닐포장 한장으로 배송됬는데 아주 멀쩡하게 잘도착했네요",식품,장/소스/드레싱/식초,cust3
"(에이브쇼핑)CJ고메 함박스테이크 152gx10개, 152g, 10개",5,,"아이스박스에 얼음팩4개 더운날씨에도 녹지않고 도착했어요~

배송일보다 이틀이나 빨리왔네요

가격도 너무착해요

유통기한 8월19일까지 아주넉넉해요


부드럽고 고기잡내없고 소스도맛있어서 계속구매하게되네요

봉지도 안뜯고 전자렌지에 1분30초만돌리면 끝~너무 간편해요",식품,축산/계란,cust3
"백설 갈색설탕, 3kg, 1개",5,,"시골에계신 울엄마는 식요품 떨어지면

항상 저보고 쿠팡에 주문해달라고 하시네요ㅋ


엄마께 수정과 끓여먹었다고 말했더니 엄마도 수정과 해야겠다고

갈색설탕 주문해달라고 하셔서 보내드렸네요


잘은모르지만 설탕 색상 3가지중에 갈색설탕이 젤좋다고 어디선가 본것같은데...

여튼 저는 음식할때도 갈색설탕만 쓰고있어요

맛도좋아요 ~",식품,가루/조미료/오일,cust3
"하이락스 2L 유한락스 업소용 식당용 주방 세척 청소 대량 대용량 락스, 2L * 1개",5,,"작게 고추농사 하시는 아버지께서 농약안치고


해충생기기전에 락스+가그린+물 섞어서 주시네요


요렇게하면 해충안생기고 고추도 더 잘열린다고 하시네요


락스는 브랜드별로 똑같은것같아서 젤 싼걸로 골랐어요",싱글라이프,세제/화장지,cust3
"청정원 물엿, 10kg, 1개",5,,"시골에계신 부모님댁에 3개 보내드렸어요


요즘 물가 상승이라 가을에 담을 고추장용으로 미리 주문 해달라고 하셨어요


인지도있는 청정원 ! 믿을수있어서 선택했습니다


엄마가 유통기한도 길고 터진곳없이 빨리도착했다고 좋아하시네요 ~",식품,장/소스/드레싱/식초,cust3
"삼호어묵 프리미엄 생선살 어묵 오리지널, 240g, 1개",5,,"어묵 자주먹다가 생각해보니 생선살이 얼마나들었을까? 궁금해서

종류별로 검색해봤어요


삼호어묵 프리미엄 오리지날

연육 80.4% 어육 91.43% 5가지 안심 무첨가


제가 찿아본 어묵중에 생선살함량이 가장많았어요

얼마나 맛있나 먹어보자 하고 구매했어요


먹어보고 놀랐네요

살짝 쫄깃, 짭쪼름 ,기름기 적고 생선살맛이 입안가득 하네요

이제 어묵은 요것만 먹게될것같아요

너무 맛있습니다",식품,반찬/간편식/대용식,cust3
"국내산 당근, 450g, 1개",5,,"자주 주문하는 당근입니다

오늘은 4개 들었네요


흙당근이라 신선하고 맛도 달아요

생으로먹어도 아삭해요

주문할때마다 싱싱하네요


오늘은 김밥말려고 주문했어요~",헬스/건강식품,곤약/방탄커피 외,cust3
"곰곰 국내산 흙생강, 200g, 1개",5,,"장마철이라 그런지 일부 약간의 썩은 부분도 있긴하지만


때깔좋고 수정과끓이기 좋아서 계속 구매중입니다


자르면 사각사각해요 즙도 잘나오고 맛좋습니다


두식구인 저희는 양도 딱좋아요~",식품,곤약/방탄커피 외,cust3
"베지밀 달콤한 비 두유, 48개, 190ml",5,,"하루더 빨리 배송왔네요 ~

달달한베지밀 남편이좋아해서 매일 하나씩 본인이 스스로 챙겨가네요 ㅋ

유통기한은 11월 중순이후 그전에 다먹을듯 ㅎㅎ",식품,반찬/간편식/대용식,cust3
"브리타 막스트라 플러스 필터 6개입, 1세트",5,,"배송은 조금느리지만

독일제품으로 잘 받았습니다",결혼준비,주방용품,cust3
"담다 쓰레기용 비닐 봉투 검정 100p, 20L, 1개",5,,생각보다 크고 두께도 적당하니 일반쓰레기봉투로 좋네요,생활용품,주방수납/잡화,cust3
"곰곰 콩두부, 500g, 2개",5,,"두부 두께도 엄청두툼하고 양 많아요

들기름에 두부 구워서 간장찍어먹었어요

고소~하니 맛있습니다",헬스/건강식품,곤약/방탄커피 외,cust3
